,x1,x2,City,Quote,here
274,98.49571271,97.33061586,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
275,5.954965157,39.79328137,Shenzhen,"When I first started acting I was about nine years old. I had never been to audition in my life and my agent sent me out. It was just a commercial for 'Harry Potter.' That was the first thing I ever went out for and I got the 'Harry Potter' commercial which was really cool, but I didn't play Harry Potter.",
276,44.74220015,82.28969513,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
277,31.03069111,35.01467409,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
278,78.24075501,46.55026949,Mumbai,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
279,71.3571623,39.7056513,Mumbai,,
280,33.95712709,27.80580828,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
281,37.35962345,9.422052605,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
282,10.76773927,22.60468088,Singapore,"Whatever the immediate gains and losses, the dangers to our safety arising from political suppression are always greater than the dangers to the safety resulting from political freedom. Suppression is always foolish. Freedom is always wise.",
283,26.95284409,98.97706928,Mumbai,"Well, I've always thought that my career was in England, really. I used to do more in the theatre, and I felt that I should be there. It's not far is it? It's amazing the way that special FX have taken a quantum leap in what they're capable of doing.",
284,59.74874413,51.47076913,Mumbai,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
285,32.57383297,94.75274843,Mumbai,Men must live and create. Live to the point of tears.,
286,13.41023794,9.548574127,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
287,38.87716951,57.57300574,Shenzhen,,
288,41.64734599,20.3802801,Mumbai,,
289,88.41082347,90.50169797,Singapore,,
290,46.99715714,26.42200959,Shenzhen,,
291,26.64922476,12.96205197,Mumbai,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
292,43.59710156,18.2190167,Melbourne,,
293,74.41173405,98.69839314,Mumbai,Freedom is nothing but a chance to be better.,
294,83.16415919,6.925657857,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
295,40.28194314,52.09196012,Shenzhen,,
296,58.98750769,49.21122307,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
297,59.87873909,51.7347598,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
298,1.85951069,78.24832113,Mumbai,"Success is not the key to happiness. Happiness is the key to success. If you love what you are doing, you will be successful.",
299,67.83682571,84.19253966,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
300,91.79778954,97.25261487,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
301,26.03676724,59.84995367,Shenzhen,"Whether planned or not, humor takes our mind off of our troubles.",
302,24.82795997,60.7747311,Mumbai,Freedom is nothing but a chance to be better.,
303,18.90124828,13.55071364,Singapore,Peace cannot be kept by force it can only be achieved by understanding.,
304,95.00683979,24.52079903,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
305,4.020763072,12.43120651,Mumbai,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
306,41.32039347,64.84315952,Mumbai,,
307,31.76086659,59.4504847,Mumbai,,
308,1.296556322,43.49105076,Singapore,,
309,21.95339995,55.66038673,Shenzhen,,
310,3.908276907,90.20726152,Singapore,The great secret of success is to go through life as a man who never gets used up.,
311,4.708440346,18.91891826,Shenzhen,Men must live and create. Live to the point of tears.,
312,63.08852509,25.44408441,Singapore,,
313,52.5840584,59.18755911,Shenzhen,"There's only one effectively redemptive sacrifice, the sacrifice of self-will to make room for the knowledge of God.",
314,47.71461408,14.79406322,Mumbai,"After all manner of professors have done their best for us, the place we are to get knowledge is in books. The true university of these days is a collection of books.",
315,44.75330319,21.94358439,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
316,19.89787025,63.83871071,Mumbai,,
317,20.22571426,66.0787577,Singapore,"One of the great attractions of patriotism - it fulfills our worst wishes. In the person of our nation we are able, vicariously, to bully and cheat. Bully and cheat, what's more, with a feeling that we are profoundly virtuous.",
318,28.67568794,51.82441461,Mumbai,,
319,84.98087439,6.128970464,Singapore,Freedom is nothing but a chance to be better.,
320,22.19061928,53.86998819,Sydney,,You are here
321,89.60678594,45.97473622,Mumbai,,
322,9.300081269,39.49630833,Mumbai,Real firmness is good for anything strut is good for nothing.,
323,38.14545912,50.54211922,Mumbai,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
324,28.1043208,10.04786277,Mumbai,,
325,67.46033442,29.93305994,Shenzhen,,
326,42.19855343,3.531735018,Shenzhen,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
327,90.99850578,87.60975678,Shenzhen,You will never be happy if you continue to search for what happiness consists of. You will never live if you are looking for the meaning of life.,
328,57.86213803,40.90604431,Shenzhen,Freedom is nothing but a chance to be better.,
329,27.68872918,90.74532564,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
330,83.3958613,92.87455527,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
331,52.35933533,72.84212012,Singapore,Freedom is nothing but a chance to be better.,
332,56.89723617,48.91392633,Shenzhen,Freedom is nothing but a chance to be better.,
333,6.818829547,54.57064533,Shenzhen,,
334,52.92186053,61.98872407,Shenzhen,,
335,49.00933807,49.06675571,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
336,66.77946236,25.72743197,Mumbai,"But, in the name of the experimental method and out of our poor knowledge, are we really entitled to claim that everything happens by chance, to the exclusion of all other possibilities?",
337,15.6960455,70.2832354,Shenzhen,,
338,9.077121457,60.35210963,Shenzhen,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
339,5.861749104,70.24251467,Mumbai,"Like every other good thing in this world, leisure and culture have to be paid for. Fortunately, however, it is not the leisured and the cultured who have to pay.",
340,65.41956579,66.60992838,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
341,76.48373682,27.95719276,Shenzhen,,
342,65.98395954,69.40677876,Mumbai,,
343,88.25571619,54.3560493,Mumbai,,
344,98.7962076,43.70285133,Mumbai,,
345,54.54745772,66.76837606,Mumbai,,
346,74.60209837,1.345282118,Mumbai,,
347,81.8938086,45.24662953,Shenzhen,"I think we love bacon because it has all the qualities of an amazing sensory experience. When we cook it, the sizzling sound is so appetizing, the aroma is maddening, the crunch of the texture is so gratifying and the taste delivers every time.",
348,0.696859951,72.45220444,Singapore,,
349,53.3569877,86.01908502,Mumbai,"The university's business is the conservation of useless knowledge and what the university itself apparently fails to see is that this enterprise is not only noble but indispensable as well, that society can not exist unless it goes on.",
350,16.99170589,29.47483922,Mumbai,I do not believe in the God of theology who rewards good and punishes evil.,
351,46.87774247,88.24321658,Shenzhen,"A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.",
352,79.99546549,45.69882976,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
353,77.87397651,17.2225639,Singapore,,
354,19.03670973,33.18611451,Mumbai,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
355,81.5249769,61.2304677,Singapore,Everyone who wants to do good to the human race always ends in universal bullying.,
356,24.71776661,79.89790249,Mumbai,Freedom is nothing but a chance to be better.,
357,20.85149742,94.09241192,Shenzhen,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
358,85.42294004,28.78869325,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
359,78.17734506,39.72950305,Shenzhen,Men must live and create. Live to the point of tears.,
360,59.18408553,81.74122451,Mumbai,,
361,45.71678531,50.64371717,Shenzhen,,
362,37.03387196,87.86076263,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
363,5.90853123,37.67380777,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
364,19.96866199,69.60761547,Singapore,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
365,64.46985709,43.42692406,Mumbai,There comes a time when the mind takes a higher plane of knowledge but can never prove how it got there.,
366,69.58650267,95.76093981,Mumbai,Freedom is nothing but a chance to be better.,
367,97.24500547,77.2113225,Mumbai,Freedom is nothing but a chance to be better.,
368,32.23567239,28.98401001,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
369,53.23216897,80.5437908,Mumbai,,
370,29.22315756,11.11261598,Shenzhen,The great secret of success is to go through life as a man who never gets used up.,
371,35.73569129,12.13231981,Singapore,The modern mind is in complete disarray. Knowledge has stretched itself to the point where neither the world nor our intelligence can find any foot-hold. It is a fact that we are suffering from nihilism.,
372,78.38299596,74.4652079,Shenzhen,,
373,29.08804631,12.12263217,Mumbai,,
374,92.23295827,76.17510846,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
375,85.19300956,69.77612246,Mumbai,Freedom is nothing but a chance to be better.,
376,72.51377732,51.01434076,Mumbai,"When we can find some humor in our upsets, they no longer seem as large or as important as they once did.",
377,88.30973634,46.57285174,Shenzhen,,
378,1.02572476,27.51875045,Mumbai,,
379,12.02273986,73.20014262,Mumbai,Ted Danson is amazing. He's incredible.,
380,6.395482691,99.57892785,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
381,57.85224873,11.9513592,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
382,36.46290088,84.4394346,Shenzhen,God isn't compatible with machinery and scientific medicine and universal happiness. You must make your choice. Our civilization has chosen machinery and medicine and happiness.,
383,2.706236904,65.06063638,Singapore,Happiness is like those palaces in fairy tales whose gates are guarded by dragons: we must fight in order to conquer it.,
384,68.76744074,29.88323285,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
385,11.10634573,5.886312714,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
386,65.24395519,55.65477456,Mumbai,Men must live and create. Live to the point of tears.,
387,9.402699233,49.98748871,Shenzhen,All great deeds and all great thoughts have a ridiculous beginning. Great works are often born on a street corner or in a restaurant's revolving door.,
388,65.60562146,18.23615343,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
389,85.34594448,46.72246645,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
390,54.38796603,20.44051199,Mumbai,Freedom is nothing but a chance to be better.,
391,19.29702261,94.08206763,Singapore,"I'm very ambitious. I live in reality but I have dreams I want to fulfill - I want to be a director, and I've already started my own production company. But I also have a measure of success that I keep to myself. It's something very personal to me.",
392,82.35867128,13.83959786,Mumbai,,
393,89.11165653,70.47817134,Shenzhen,Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.,
394,92.36129604,50.44166853,Singapore,Freedom is nothing but a chance to be better.,
395,50.47547326,92.14497968,Mumbai,,
396,7.395226485,39.49006251,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
397,8.947431203,81.64850725,Mumbai,,
398,68.10003947,59.88702816,Mumbai,"There's only one effectively redemptive sacrifice, the sacrifice of self-will to make room for the knowledge of God.",
399,55.38716498,83.9965398,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
400,62.09905802,16.49569296,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
401,64.23885254,22.42903924,Shenzhen,"Above all things let us never forget that mankind constitutes one great brotherhood all born to encounter suffering and sorrow, and therefore bound to sympathize with each other.",
402,11.09278912,56.56939384,Shenzhen,,
403,9.711106936,71.99010386,Shenzhen,,
404,53.49944832,30.63313866,Singapore,,
405,6.883938564,74.26268025,Singapore,All great deeds and all great thoughts have a ridiculous beginning. Great works are often born on a street corner or in a restaurant's revolving door.,
406,20.62631787,81.74834053,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
407,93.37311152,57.60092384,Singapore,,
408,26.10774559,2.5335524,Shenzhen,,
409,19.05070413,95.39464624,Mumbai,,
410,28.0589303,76.98018351,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
411,21.97207874,90.26087706,Shenzhen,Information is not knowledge.,
412,29.47561608,0.713862712,Shenzhen,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
413,98.14829633,60.84003926,Mumbai,Freedom is nothing but a chance to be better.,
414,46.09756062,41.83272624,Mumbai,,
415,7.119510556,21.69794128,Shenzhen,,
416,53.80090643,56.94914947,Shenzhen,"A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.",
417,62.37290772,91.19510266,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
418,23.68869514,19.52016191,Mumbai,,
419,4.27383096,48.0320188,Singapore,,
420,66.31938373,59.66424989,Shenzhen,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
421,52.63013474,98.79337202,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
422,16.93995167,29.99478008,Mumbai,The gift of fantasy has meant more to me than my talent for absorbing positive knowledge.,
423,59.11506547,18.40438261,Shenzhen,,
424,67.60422934,86.58524423,Melbourne,"This celebration here tells me that this work is not hopeless. I thank you for this teaching with all my heart and lift my glass to human solidarity, to the ultimate victory of knowledge, peace, good-will and understanding.",
425,98.34547213,89.95122209,Shenzhen,,
426,43.92505249,15.79836721,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
427,48.13527351,61.72553075,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
428,90.23650121,52.73541317,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
429,80.70669114,12.66156598,Mumbai,There comes a time when the mind takes a higher plane of knowledge but can never prove how it got there.,
430,95.56233473,31.53073969,Mumbai,,
431,59.34349722,20.14697213,Mumbai,Freedom is nothing but a chance to be better.,
432,62.54315698,46.98977508,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
433,47.24189534,73.03040891,Mumbai,"What is most important for democracy is not that great fortunes should not exist, but that great fortunes should not remain in the same hands. In that way there are rich men, but they do not form a class.",
434,66.69562983,59.07038688,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
435,42.72030429,19.9346351,Shenzhen,,
436,97.05521578,67.5497192,Shenzhen,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
437,48.60033994,56.72715164,Mumbai,,
438,19.97449882,70.39034457,Mumbai,Most people say that it is the intellect which makes a great scientist. They are wrong: it is character.,
439,47.41167133,60.37953454,Mumbai,Freedom is nothing but a chance to be better.,
440,2.082930109,28.81509005,Shenzhen,Freedom is nothing but a chance to be better.,
441,7.32040517,31.8581705,Shenzhen,,
442,69.7967998,41.15378712,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
443,96.09185385,39.56012449,Mumbai,,
444,15.0610737,26.68631494,Shenzhen,,
445,41.37538851,49.93982841,Shenzhen,Knowledge of what is does not open the door directly to what should be.,
446,59.09022607,47.84233295,Mumbai,Freedom is nothing but a chance to be better.,
447,11.39074687,92.18663466,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
448,68.99304462,52.95149449,Mumbai,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
449,73.15572265,54.85124579,Mumbai,Freedom is nothing but a chance to be better.,
450,79.52827362,35.17051281,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
451,7.610728894,82.50610216,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
452,11.03630187,18.99531332,Singapore,Freedom is nothing but a chance to be better.,
453,21.39644863,35.00109746,Mumbai,"I jumped off a cliff backwards for 'I Am Number Four,' which was pretty cool. I'd never done that before. It took seven takes from different angles and luckily there were no injuries. I came close, though. My head nearly hit the rock at one point.",
454,68.82791976,68.32273079,Melbourne,,
455,82.03091086,53.61686291,Mumbai,"Science has to be understood in its broadest sense, as a method for comprehending all observable reality, and not merely as an instrument for acquiring specialized knowledge.",
456,70.5780609,31.17101588,Mumbai,"The worst enemy of life, freedom and the common decencies is total anarchy their second worst enemy is total efficiency.",
457,31.76959413,53.4077914,Mumbai,Your successes and happiness are forgiven you only if you generously consent to share them.,
458,25.9306117,35.1878169,Shenzhen,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
459,45.45328775,93.19901096,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
460,64.85537849,31.13308689,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
461,42.67182532,14.94408271,Shenzhen,Any attempts at humor immediately after September 11th were deemed tasteless.,
462,25.19836093,21.69079878,Melbourne,The gift of fantasy has meant more to me than my talent for absorbing positive knowledge.,
463,77.17813209,26.32628272,Mumbai,Happiness is nothing more than good health and a bad memory.,
464,22.77925108,11.19051259,Singapore,,
465,20.68149582,24.35649899,Mumbai,God isn't compatible with machinery and scientific medicine and universal happiness. You must make your choice. Our civilization has chosen machinery and medicine and happiness.,
466,44.73142298,36.81216929,Shenzhen,Thought must be divided against itself before it can come to any knowledge of itself.,
467,87.71595992,95.72838924,Shenzhen,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
468,60.60474857,77.68387997,Mumbai,"There's only one effectively redemptive sacrifice, the sacrifice of self-will to make room for the knowledge of God.",
469,16.10391038,88.02562186,Mumbai,The modern mind is in complete disarray. Knowledge has stretched itself to the point where neither the world nor our intelligence can find any foot-hold. It is a fact that we are suffering from nihilism.,
470,77.11821066,76.7514993,Mumbai,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
471,32.75201602,77.4874157,Singapore,Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.,
472,38.21175501,84.61496322,Shenzhen,Freedom is nothing but a chance to be better.,
473,77.64772647,17.89770853,Mumbai,,
474,93.66997899,68.17858343,Mumbai,Information is not knowledge.,
475,41.59313079,36.61871278,Shenzhen,,
476,0.294340868,62.18807353,Shenzhen,,
477,16.74094773,55.5444618,Mumbai,I would rather excel others in the knowledge of what is excellent than in the extent of my powers and dominion.,
478,70.9095801,38.8663437,Sydney,The great secret of success is to go through life as a man who never gets used up.,
479,95.3432923,10.04149965,Shenzhen,All great deeds and all great thoughts have a ridiculous beginning. Great works are often born on a street corner or in a restaurant's revolving door.,
480,24.87768128,75.96273259,Singapore,"What's interesting is, for myself, when I become really attracted to somebody, I find them in my dreams... conversations, nothing more.",
481,87.6709125,56.0496565,Shenzhen,,
482,51.72888401,5.498883268,Mumbai,The modern mind is in complete disarray. Knowledge has stretched itself to the point where neither the world nor our intelligence can find any foot-hold. It is a fact that we are suffering from nihilism.,
483,96.54962253,71.2444142,Mumbai,The only source of knowledge is experience.,
484,48.51819465,71.10089778,Shenzhen,,
485,56.73145452,77.11818889,Sydney,,
486,64.20143661,19.80452393,Mumbai,,
487,5.142208026,74.60452374,Mumbai,"If the facts don't fit the theory, change the facts.",
488,63.3422096,37.70993093,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
489,12.4382342,4.205117514,Shenzhen,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
490,91.12904561,17.69952395,Mumbai,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
491,28.57455346,43.74865801,Shenzhen,Freedom is nothing but a chance to be better.,
492,3.155253874,56.1390473,Shenzhen,,
493,14.1192233,95.62276946,Mumbai,Freedom is nothing but a chance to be better.,
494,27.99657336,74.85263401,Singapore,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
495,54.59512481,24.21530741,Mumbai,,
496,25.67749578,80.97929868,Mumbai,,
497,82.97371147,44.42300156,Shenzhen,Everyone who wants to do good to the human race always ends in universal bullying.,
498,8.418193855,29.15347212,Singapore,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
499,79.38994183,29.11473534,Singapore,Information is not knowledge.,
500,80.8775807,6.409564638,Singapore,Freedom is nothing but a chance to be better.,
501,13.98281276,53.54792988,Singapore,But what is happiness except the simple harmony between a man and the life he leads?,
502,34.47615376,43.08613185,Mumbai,,
503,15.1497328,34.56807293,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
504,52.59288927,77.61988107,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
505,41.41471216,77.53746787,Mumbai,Freedom is nothing but a chance to be better.,
506,49.819161,33.81541558,Shenzhen,,
507,65.83696723,96.35867432,Mumbai,"If people are good only because they fear punishment, and hope for reward, then we are a sorry lot indeed.",
508,35.72996142,38.15644858,Shenzhen,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
509,26.95222734,21.73106289,Melbourne,,
510,36.6831342,37.13159226,Singapore,,
511,0.27241779,30.66393756,Mumbai,,
512,39.03992563,1.91747949,Shenzhen,The modern mind is in complete disarray. Knowledge has stretched itself to the point where neither the world nor our intelligence can find any foot-hold. It is a fact that we are suffering from nihilism.,
513,64.02001211,1.625840901,Mumbai,,
514,90.76790751,55.65810867,Melbourne,Freedom is nothing but a chance to be better.,
515,93.75963518,67.70255829,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
516,62.46287918,38.55320429,Mumbai,Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.,
517,8.501892164,74.96735745,Shenzhen,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
518,80.03812986,10.18736449,Singapore,Men must live and create. Live to the point of tears.,
519,64.54990455,61.04273016,Shenzhen,An empty stomach is not a good political adviser.,
520,6.459053,80.99631716,Shenzhen,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
521,84.47424497,91.86234951,Mumbai,,
522,20.75011809,83.60697012,Shenzhen,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
523,94.49299546,38.27115912,Shenzhen,But what is happiness except the simple harmony between a man and the life he leads?,
524,75.57729457,90.66394407,Singapore,,
525,68.39789394,60.88009891,Sydney,"But, in the name of the experimental method and out of our poor knowledge, are we really entitled to claim that everything happens by chance, to the exclusion of all other possibilities?",
526,77.64739483,34.68954139,Mumbai,,
527,75.28189234,34.70662688,Shenzhen,"The university's business is the conservation of useless knowledge and what the university itself apparently fails to see is that this enterprise is not only noble but indispensable as well, that society can not exist unless it goes on.",
528,79.99152623,93.46470085,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
529,65.15804934,0.701086968,Mumbai,Freedom is nothing but a chance to be better.,
530,36.36971586,72.19678808,Shenzhen,Men must live and create. Live to the point of tears.,
531,98.6022451,24.2033053,Shenzhen,,
532,79.08130521,12.14374069,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
533,13.62565591,17.37015797,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
534,61.21765035,24.64206589,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
535,12.0596665,95.40577512,Mumbai,,
536,34.18252964,43.81752978,Singapore,,
537,30.18593828,91.49578873,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
538,27.45990253,45.15608973,Shenzhen,"A bad book is as much of a labor to write as a good one, it comes as sincerely from the author's soul.",
539,68.6779116,67.59410799,Mumbai,"If I have been of service, if I have glimpsed more of the nature and essence of ultimate good, if I am inspired to reach wider horizons of thought and action, if I am at peace with myself, it has been a successful day.",
540,49.56773177,85.06057467,Mumbai,Freedom is nothing but a chance to be better.,
541,73.94497027,76.73632854,Mumbai,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
542,56.2913137,42.71945087,Melbourne,I do not believe in the God of theology who rewards good and punishes evil.,
543,20.74998573,71.92530672,Shenzhen,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
544,1.137754275,29.18996268,Melbourne,Freedom is nothing but a chance to be better.,
545,73.88403865,4.166327161,Mumbai,Thought must be divided against itself before it can come to any knowledge of itself.,
546,86.80607316,83.35582763,Shenzhen,"If people are good only because they fear punishment, and hope for reward, then we are a sorry lot indeed.",
547,4.47752981,64.75372997,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
548,14.00833235,39.42862602,Singapore,,
549,31.17100697,50.23490679,Melbourne,Men must live and create. Live to the point of tears.,You are here
550,62.86032624,81.94250532,Mumbai,,
551,26.67513448,87.5965056,Mumbai,"The debates of that great assembly are frequently vague and perplexed, seeming to be dragged rather than to march, to the intended goal. Something of this sort must, I think, always happen in public democratic assemblies.",
552,35.00337452,91.71749959,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
553,86.64580975,54.88321134,Singapore,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
554,54.0633969,41.38220444,Singapore,"I liked the humor of it, I've always enjoyed a sense of humor in God and in religion and in spirituality.",You are here
555,61.18137909,65.62383105,Shenzhen,Freedom is nothing but a chance to be better.,
556,13.16215342,93.64331479,Mumbai,,
557,55.91163265,49.37662329,Mumbai,,
558,96.32823842,58.17180069,Singapore,Freedom is nothing but a chance to be better.,
559,29.95377567,73.3216051,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
560,54.60277679,24.54427185,Shenzhen,"Joe E. Lewis said, 'Money doesn't buy happiness but it calms the nerves.' And that is how I feel about a film being well-received.",
561,4.358929582,20.48025255,Singapore,Let me give you a definition of ethics: It is good to maintain and further life it is bad to damage and destroy life.,
562,46.11058922,88.22411378,Shenzhen,"He who can no longer pause to wonder and stand rapt in awe, is as good as dead his eyes are closed.",
563,6.026658299,62.18392344,Mumbai,,
564,5.476726126,54.30618667,Mumbai,Freedom is nothing but a chance to be better.,
565,14.0911032,14.81151311,Shenzhen,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
566,19.0841866,37.51361251,Shenzhen,Freedom is nothing but a chance to be better.,
567,38.21268112,68.19267471,Mumbai,Freedom is nothing but a chance to be better.,
568,49.91596383,94.89774103,Mumbai,,
